"","Loc","Pr_Fall","Tmin_Fall","Tmax_Fall","GDD_Fall","Pr_Spring","Tmin_Spring","Tmax_Spring","GDD_Spring","Pr_Summer","Tmin_Summer","Tmax_Summer","GDD_Summer","Pr_Winter","Tmin_Winter","Tmax_Winter","GDD_Winter"
"21","ND",40.2,31.5302197802198,54.1607692307692,240.175274725275,175.3,23.929347826087,44.0013043478261,235.241847826087,181.5,53.9795652173913,80.3006521739131,253.672282608696,48.7,-5.818,13.098,218.394444444444
"22","NY",301.9,42.3361538461538,60.7238461538462,245,223.7,36.4373913043478,57.5052173913043,242.467391304348,216.6,57.0454347826087,79.2402173913043,254.229347826087,226.4,15.022,30.452,229.003888888889
"23","ORa",395.1,44.0985714285714,64.4326373626374,246.51978021978,262.8,41.5086956521739,62.2008695652174,245.180434782609,63.7,50.7728260869565,78.2658695652174,252.216304347826,507.2,32.466,45.87,238.132222222222
"24","ORb",94.1,40.4689010989011,63.8510989010989,245.35,66.9,41.1252173913043,65.8184782608696,246.078804347826,40.8,55.6641304347826,86.6358695652174,255.9,73,23.562,38.16,233.517222222222
"25","TX",114.5,60.9592307692308,85.3106593406593,257.002747252747,123.1,64.2473913043478,85.0021739130435,257.830434782609,209,73.7189130434783,95.4128260869565,263.353260869565,106.1,46.964,67.578,248.189444444444
"26","WAa",83.6,41.09,62.871978021978,245.250549450549,47.4,40.6869565217391,66.0630434782609,246.025,29.7,55.4763043478261,86.4480434782609,255.795652173913,57,23.214,36.956,233.086111111111
"27","WAb",78.5,37.1379120879121,61.7583516483516,243.843406593407,31.6,37.1495652173913,64.7815217391304,244.686413043478,20.9,53.0169565217391,85.5089130434783,254.851630434783,75,18.73,33.936,231.001666666667
"28","WAc",140.1,42.7594505494505,60.7910989010989,245.136263736264,128.5,41.4539130434783,59.2210869565217,244.3375,71.6,50.2778260869565,72.2476086956522,250.407065217391,322.6,33,45.366,238.140555555556
"29","WAd",97.3,41.6042857142857,63.9381318681319,245.68956043956,63.2,41.4167391304348,66.1667391304348,246.25652173913,34.4,56.4017391304348,86.749347826087,256.136413043478,76.3,24.19,38.084,233.670555555556
"30","WIa",134.3,37.6284615384615,57.6895604395604,242.849450549451,220.7,33.0330434782609,53.0795652173913,240.292391304348,292.7,56.8067391304348,78.815652173913,254.045108695652,96.4,6.18,24.904,225.006666666667
"31","WIb",193.4,34.1669230769231,52.9086813186813,240.55989010989,219.4,28.8186956521739,49.9139130434783,238.242391304348,318.3,52.7352173913043,76.3484782608696,252.228804347826,78.3,1.992,21.966,223.027222222222
"32","WIc",151.6,34.7741758241758,55.3357142857143,241.402747252747,259.5,29.9632608695652,52.1326086956522,239.176630434783,308.5,54.1145652173913,77.5889130434783,252.95652173913,78.4,2.92,23.566,223.729444444444
"33","AZ",17.4,54.8708791208791,89.3537362637363,256.434615384615,42.1,50.9195652173913,82.4723913043478,253.425543478261,31.9,73.1632608695652,105.576956521739,266.022282608696,103.3,43.9205494505495,71.9075824175824,248.546703296703
"34","CAa",3.2,47.5581318681319,81.2774725274725,252.15989010989,46.7,44.9776086956522,73.114347826087,249.175543478261,0.7,59.330652173913,93.814347826087,258.9125,149.2,39.6638461538462,58.908021978022,243.753296703297
"35","CAb",0,57.9605494505495,91.5275824175824,257.896703296703,26.8,53.1871739130435,82.5604347826087,254.079891304348,2.8,73.8676086956522,106.126739130435,266.370652173913,73.4,46.0251648351648,74.206043956044,249.76978021978
"36","CAc",0.9,47.480989010989,73.2684615384615,249.913736263736,71.4,45.1830434782609,65.7676086956522,247.191847826087,16.1,53.3397826086956,71.6782608695652,251.099456521739,222.8,43.1431868131868,65.0082417582418,246.414285714286
"37","CAd",7.3,47.8014285714286,79.3449450549451,251.690659340659,79.3,46.0791304347826,73.0615217391304,249.466847826087,3.2,55.6171739130435,91.4939130434783,257.236413043478,401.8,40.6508791208791,57.197032967033,243.552197802198
"38","CO",22.5,23.3352747252747,61.9858241758242,240.072527472527,87.5,23.6280434782609,55.4273913043478,238.332065217391,35.2,43.1873913043478,80.9365217391304,250.851086956522,15.1,9.59593406593407,42.5181318681319,230.848351648352
"39","FLa",250.6,64.6917582417582,86.5152747252747,258.374175824176,272.6,61.5063043478261,85.7417391304348,257.274456521739,440.1,70.7273913043478,93.3545652173913,261.950543478261,160.1,48.8537362637363,74.4097802197802,250.612087912088
"40","FLb",223,63.1192307692308,85.2987912087912,257.599450549451,286.6,60.8313043478261,84.5091304347826,256.744565217391,405.4,71.3710869565217,93.2176086956522,262.091304347826,155.1,47.1605494505495,71.7078021978022,249.391208791209
"41","FLc",249.5,60.5181318681319,80.960989010989,255.671978021978,339.1,58.1626086956522,79.34,254.567391304348,417.6,71.4317391304348,91.2865217391304,261.571739130435,168.1,43.8532967032967,65.5561538461538,246.763736263736
"42","GA",252,55.0469230769231,79.7959340659341,253.828571428571,588.4,54.7680434782609,77.839347826087,253.207608695652,220.6,70.6471739130435,93.8652173913043,262.070108695652,186.3,38.3089010989011,62.5376923076923,244.385164835165
"43","IDa",91,31.6449450549451,60.3025274725275,241.913186813187,109.9,33.1621739130435,57.5697826086957,241.575543478261,62,47.1141304347826,80.795652173913,251.902717391304,95.8,20.9557142857143,37.4504395604396,232.596153846154
"44","IDb",86.5,36.8708791208791,64.2862637362637,244.471428571429,126.3,38.7030434782609,63.6408695652174,244.801086956522,29.5,51.8684782608696,83.5289130434783,253.982608695652,106.4,26.4565934065934,42.0295604395604,235.396153846154
"45","IDc",72.8,32.3154945054945,62.3952747252747,242.680769230769,95.3,33.6180434782609,59.3560869565217,242.198369565217,42,46.7463043478261,81.5489130434783,252.009782608696,114.5,21.2247252747253,39.8754945054945,233.344505494505
"46","ME",248.8,31.1583516483516,47.3425274725275,238.178021978022,187.1,26.2008695652174,48.2802173913043,237.061413043478,273.3,50.7669565217391,73.2826086956522,250.830434782609,122.1,-1.34846153846154,19.9943956043956,221.551648351648
"47","MIa",238.1,35.6464835164835,55.4959340659341,241.68956043956,170.6,32.8784782608696,54.3473913043478,240.601630434783,236.5,55.7013043478261,78.9252173913043,253.76847826087,117.4,11.9398901098901,28.7234065934066,227.667582417582
"48","MIb",205.7,39.740989010989,60.8207692307692,244.306043956044,228,36.4276086956522,57.7986956521739,242.546195652174,381.6,59.6984782608696,82.4684782608696,255.863043478261,140.5,16.7425274725275,32.2482417582418,229.980769230769
"49","MNa",170.2,37.1636263736264,57.2049450549451,242.585714285714,112.9,33.6904347826087,57.6010869565217,241.73097826087,320.5,58.970652173913,82.0321739130435,255.539673913043,48.2,6.99087912087912,24.9730769230769,225.251098901099
"50","MNb",153,36.773956043956,58.279010989011,242.775824175824,167.1,33.5182608695652,57.1589130434783,241.560326086957,385.6,58.5382608695652,81.979347826087,255.404891304348,69.1,8.11637362637363,25.1352747252747,225.608791208791
"51","MNc",135.5,32.7110989010989,52.5704395604396,240.061538461538,62.3,28.0673913043478,55.190652173913,239.499456521739,276.1,54.1869565217391,77.3423913043478,252.908152173913,59.2,-1.37417582417582,19.6581318681319,221.451098901099
"52","MNd",104.8,36.588021978022,58.9179120879121,242.901648351648,86.8,34.3360869565217,59.1115217391304,242.329891304348,292.4,58.7378260869565,83.1923913043478,255.797282608696,33,6.84648351648352,25.1827472527473,225.269230769231
"53","ND",135,33.3954945054945,53.7968131868132,240.592307692308,31.5,30.2234782608696,58.7084782608696,241.075543478261,284,53.6215217391304,81.0284782608696,253.775,36.5,-2.02494505494505,17.6781318681319,220.72032967033
"54","NY",265.3,38.9102197802198,57.6420879120879,243.192307692308,174.5,35.7819565217391,56.1102173913043,241.897826086957,281.2,57.665652173913,79.1384782608696,254.373369565217,76,14.177032967033,31.1721978021978,228.969230769231
"55","ORa",296.3,42.7693406593407,65.2732967032967,246.384065934066,280.5,40.8258695652174,60.1465217391304,244.420108695652,88,49.3836956521739,74.3508695652174,250.742934782609,657,33.4607692307692,48.9526373626374,239.264835164835
"56","ORb",86.6,41.1315384615385,64.1952747252747,245.62967032967,85.4,41.074347826087,64.6269565217391,245.733695652174,31.7,53.4571739130435,82.3745652173913,254.103260869565,134.8,27.6058241758242,41.1987912087912,235.484615384615
"57","TX",184,61.8730769230769,83.7025274725275,256.80989010989,97.7,63.2378260869565,86.4089130434783,257.940760869565,213.4,75.5130434782609,98.375,264.674456521739,45.6,49.5321978021978,71.3181318681319,249.941758241758
"58","WAa",68.4,41.451978021978,63.3941758241758,245.496153846154,70.5,40.9060869565217,64.6523913043478,245.69402173913,28.7,53.0952173913043,82.2963043478261,253.98097826087,131.5,26.8106593406593,39.4462637362637,234.776923076923
"59","WAb",61.2,37.4959340659341,61.3073626373626,243.817582417582,86.9,38.3176086956522,62.8484782608696,244.473913043478,26.5,49.1978260869565,80.4278260869565,252.379347826087,132.7,22.3798901098901,35.5159340659341,232.454395604396
"60","WAc",201.2,42.7515384615385,60.5023076923077,245.053846153846,177.4,41.5184782608696,58.0510869565217,244.030434782609,122.7,49.4776086956522,69.2736956521739,249.358695652174,228.4,34.337032967033,46.7491208791209,238.896153846154
"61","WAd",96,42.2036263736264,63.9084615384615,245.847802197802,88.8,41.81,64.9184782608696,246.01902173913,32.2,54.0089130434783,82.4880434782609,254.288043478261,142.2,28.0943956043956,40.9436263736264,235.549450549451
"62","WIa",215.4,37.4801098901099,56.3741758241758,242.442857142857,140.8,34.3576086956522,56.4682608695652,241.601630434783,400.7,58.2115217391304,80.5784782608696,254.925,66.8,10.3396703296703,27.1291208791209,226.78021978022
"63","WIb",199.6,32.2165934065934,51.6012087912088,239.654945054945,138,29.7402173913043,53.3280434782609,239.446739130435,404.3,53.5902173913043,76.430652173913,252.489130434783,77.7,3.1732967032967,22.5341758241758,223.513186813187
"64","WIc",193.6,34.5289010989011,54.5326373626374,241.111538461538,143,31.2526086956522,56.2647826086957,240.682608695652,419.2,55.805,79.1873913043478,253.870108695652,63.5,6.35593406593407,25.2598901098901,225.154395604396
"65","AZ",50,55.7451648351648,87.982967032967,256.296703296703,33.9,54.1165217391304,86.4284782608696,255.4125,26.1,76.5558695652174,106.445652173913,267.20597826087,45.2,41.95,72.474,248.156666666667
"66","CAa",35.6,49.7458241758242,78.8998901098901,252.107142857143,90.9,48.1471739130435,77.1839130434783,251.186413043478,0,62.4845652173913,98.87,261.192934782609,61,40.472,59.754,244.212777777778
"67","CAb",8.1,59.1987912087912,90.5049450549451,257.956593406593,21.6,55.9067391304348,86.225,255.853260869565,6.1,76.9021739130435,108.003043478261,267.734782608696,25,44.364,74.974,249.521666666667
"68","CAc",133.3,48.8992307692308,69.9315384615385,249.380769230769,93.2,45.4510869565217,65.9965217391304,247.329891304348,0,52.7763043478261,73.9204347826087,251.565760869565,190,43.28,64.05,246.186111111111
"69","CAd",224.9,49.7972527472527,76.1306593406593,251.352197802198,120.4,47.7089130434783,75.440652173913,250.580434782609,0,58.3602173913043,96.9741304347826,259.520652173913,237.8,41.642,57.012,243.776111111111
"70","CO",41,26.6603296703297,61.0007692307692,240.722527472527,36.4,26.1676086956522,59.4852173913043,240.164673913043,121.4,45.7582608695652,78.5886956521739,250.913043478261,5.4,5.576,43.74,230.071111111111
"71","FLa",194.4,63.2834065934066,86.0820879120879,257.862637362637,79.8,57.530652173913,86.870652173913,256.483695652174,635.7,71.1871739130435,93.3897826086957,262.088043478261,85.4,46.026,74.874,249.955555555556
"72","FLb",224.1,61.3568131868132,85.1801098901099,257.076923076923,93.7,58.4032608695652,85.3210869565217,256.295652173913,581.2,71.7115217391304,93.8476086956522,262.360869565217,161.5,44.476,72.04,248.737777777778
"73","FLc",251,59.6220879120879,80.5535164835165,255.30989010989,141.2,55.7854347826087,81.005,254.369565217391,501.2,71.4004347826087,92.3723913043478,261.864673913043,213.7,41.096,65.676,246.031111111111
"74","GA",180.8,53.7058241758242,80.0412087912088,253.524175824176,250.6,52.2832608695652,79.8780434782609,253.083695652174,383.3,71.4336956521739,92.8341304347826,262.002173913043,355,35.936,61.606,243.467222222222
"75","IDa",71,32.6418681318681,61.07,242.403296703297,122.8,33.1386956521739,58.9863043478261,241.9625,12.8,48.6754347826087,84.5267391304348,253.372826086957,63,19.196,38.632,232.435555555556
"76","IDb",81.6,38.5047252747253,65.1941758241758,245.177472527473,125.4,37.5584782608696,63.7915217391304,244.525,34.9,52.4534782608696,86.6358695652174,255.008152173913,123.2,26.988,43.416,235.928888888889
"77","IDc",80.6,33.7851648351648,62.9016483516484,243.22967032967,99,33.7863043478261,61.2265217391304,242.764673913043,10.7,48.7458695652174,86.434347826087,253.922282608696,80,20.93,41.916,233.829444444444
"78","ME",322.3,32.3115384615385,49.279010989011,239.036263736264,201.7,29.5073913043478,49.4697826086957,238.310326086957,335.9,50.9547826086957,73.8421739130435,251.038043478261,167,5.902,25.732,225.159444444444
"79","MIa",308.8,35.7968131868132,56.3504395604396,241.968681318681,212.5,33.6630434782609,56.5719565217391,241.4375,209.9,55.6113043478261,79.1815217391304,253.814673913043,90.2,15.132,30.696,229.102222222222
"80","MIb",231.5,39.5095604395604,60.4627472527472,244.142307692308,303.9,37.985,59.765,243.525,407.3,59.839347826087,81.605652173913,255.6625,109.5,17.47,33.766,230.604444444444
"81","MNa",121.1,37.2882417582418,57.2128571428571,242.622527472527,177.3,36.4060869565217,59.2758695652174,242.950543478261,350,59.5615217391304,79.5689130434783,255.019565217391,79.3,9.672,29.036,227.124444444444
"82","MNb",120.6,37.1220879120879,57.8735164835165,242.75989010989,211.9,36.7210869565217,59.6182608695652,243.133152173913,488.3,59.4402173913043,79.9347826086957,255.0875,81.9,10.164,29.55,227.403888888889
"83","MNc",151.1,34.0086813186813,54.05,240.832967032967,123.6,31.6439130434783,56.6365217391304,240.894565217391,348.9,55.9869565217391,75.9884782608696,253.032065217391,44.4,4.024,24.17,224.203888888889
"84","MNd",148.9,37.4108791208791,58.188021978022,242.927472527473,128.2,36.695652173913,62.1226086956522,243.821739130435,376.4,59.2054347826087,80.6704347826087,255.226630434783,63.4,8.032,28.568,226.538888888889
"85","ND",141.7,34.5684615384615,56.5007692307692,241.669230769231,95.8,32.4186956521739,57.5247826086957,241.35652173913,243.1,55.0771739130435,80.2791304347826,253.971195652174,37.7,4.796,22.78,224.032222222222
"86","NY",278.4,38.3781318681319,57.4917582417582,243.002747252747,182.1,34.8330434782609,58.2780434782609,242.236413043478,300,57.8123913043478,80.5315217391304,254.801086956522,127.4,18.316,34.964,231.172222222222
"87","ORa",385.4,42.0394505494505,64.1062637362637,245.857142857143,273.7,41.2269565217391,60.9447826086957,244.753260869565,128.2,50.7728260869565,77.0547826086956,251.879891304348,528.8,35.076,49.532,239.874444444444
"88","ORb",77.4,40.1227472527473,65.2376923076923,245.639010989011,84.7,40.6341304347826,64.6973913043478,245.63097826087,48.5,54.3532608695652,84.6871739130435,254.994565217391,118.4,31.236,44.452,237.396666666667
"89","TX",118.4,64.1972527472527,87.7218681318681,258.571978021978,250.2,64.8813043478261,84.4230434782609,257.845652173913,284.6,74.3939130434783,94.8904347826087,263.395652173913,91.8,49.094,71.21,249.79
"90","WAa",62.8,39.7963736263736,64.4840659340659,245.339010989011,54.2,40.1704347826087,64.9791304347826,245.580434782609,34.3,53.9404347826087,84.5423913043478,254.839673913043,97.8,30.57,43.29,236.888888888889
"91","WAb",61.1,35.9036263736264,62.3932967032967,243.676923076923,58,36.9069565217391,63.0871739130435,244.148369565217,26.4,50.5928260869565,83.014347826087,253.485326086957,81.7,26.82,41.062,235.228333333333
"92","WAc",247.8,42.9097802197802,59.9998901098901,244.958241758242,218,41.6828260869565,58.6165217391304,244.233152173913,130.7,50.945,70.7841304347826,250.185869565217,271.1,35.708,49.13,239.938333333333
"93","WAd",73.1,40.9001098901099,65.120989010989,245.822527472527,93.9,41.254347826087,65.0319565217391,245.896195652174,45.5,55.1534782608696,84.9571739130435,255.291847826087,105,31.588,44.482,237.502777777778
"94","WIa",232.1,37.5058241758242,57.1159340659341,242.656043956044,124,35.1480434782609,58.3073913043478,242.332065217391,318.8,57.9317391304348,79.8154347826087,254.635326086957,82.2,13.18,30.278,228.443888888889
"95","WIb",153.7,32.0227472527473,52.9067032967033,239.963736263736,180.5,30.5815217391304,54.3610869565217,239.967391304348,282.3,54.1673913043478,75.9923913043478,252.527717391304,86.5,5.44,26.104,225.134444444444
"96","WIc",177.8,34.3963736263736,55.9113186813187,241.457692307692,174.2,32.4597826086957,57.8182608695652,241.449456521739,255.5,55.685652173913,78.5691304347826,253.665217391304,90.8,9.13,28.684,226.876111111111
"97","AZ",89.7,55.6126373626374,84.8023076923077,255.376373626374,55.2,53.2517391304348,83.6326086956522,254.395652173913,75.7,73.204347826087,103.058913043478,265.334239130435,94.3,41.094,66.452,246.246111111111
"98","CAa",83.7,49.5005494505494,75.0368131868132,250.965934065934,111.8,46.9634782608696,74.0769565217391,249.994565217391,4.1,60.7452173913044,93.5776086956522,259.239673913043,50.4,36.096,56.404,242.066666666667
"99","CAb",15.3,57.1238461538462,87.1363736263736,256.444505494506,25.2,54.8326086956522,84.8045652173913,255.160326086957,12,72.5939130434783,103.567608695652,265.30597826087,63.7,42.554,70.394,247.746666666667
"100","CAc",198.5,48.2840659340659,70.1273626373626,249.264285714286,185.6,44.7565217391304,64.1965217391304,246.636956521739,8.1,51.2286956521739,68.9939130434783,249.767391304348,221.4,39.134,60.52,244.053888888889
"101","CAd",280.1,48.8893406593407,72.6631868131868,250.136813186813,260.5,46.5115217391304,72.3160869565217,249.379891304348,5.1,56.4252173913044,90.8521739130435,257.282608695652,244.8,37.72,54.906,242.101666666667
"102","CO",55.2,25.3014285714286,57.5332967032967,239.381868131868,29.5,23.9763043478261,57.0141304347826,238.869565217391,88.1,43.7469565217391,77.0195652173913,249.91847826087,20,3.86,36.68,227.633333333333
"103","FLa",313.4,66.5115384615385,85.0495604395604,258.472527472527,458.6,61.6569565217391,86.2308695652174,257.452173913043,769.8,72.365,91.1378260869565,261.789673913043,95.2,54.844,80.144,253.868888888889
"104","FLb",340.3,64.942967032967,84.1258241758242,257.78021978022,435.7,61.6295652173913,84.7536956521739,257.034239130435,676.7,71.9404347826087,91.5917391304348,261.797826086957,121.1,53.738,77.352,252.786111111111
"105","FLc",327.6,63.4812087912088,80.7513186813187,256.436813186813,403.9,58.8141304347826,80.2928260869565,255.013043478261,668,71.4610869565217,90.4863043478261,261.357608695652,181.6,49.718,70.808,249.851666666667
"106","GA",217.9,57.5649450549451,80.4882417582418,254.72032967033,303.7,55.9282608695652,79.954347826087,254.117391304348,488.7,70.2284782608696,90.8795652173913,261.124456521739,499.1,42.686,65.842,246.518888888889
"107","IDa",118.6,31.5954945054945,55.6245054945055,240.6,78.1,30.7008695652174,55.4704347826087,240.308695652174,74.5,49.5030434782609,81.5860869565217,252.785869565217,77.9,12.344,30.008,228.136666666667
"108","IDb",95,36.3289010989011,60.6981318681319,243.324175824176,62.4,35.6410869565217,61.5708695652174,243.375543478261,43.6,54.1497826086957,84.8632608695652,254.986956521739,119.4,20.97,37.722,232.675555555556
"109","IDc",90.1,32.7546153846154,57.6717582417582,241.490659340659,77.8,30.7145652173913,57.1784782608696,240.786956521739,51.6,50.5380434782609,82.415652173913,253.303804347826,84.2,14.13,32.866,229.426666666667
"110","ME",260.7,32.5983516483516,52.5387912087912,240.021428571429,149.2,24.6434782608696,47.4036956521739,236.385326086957,324.5,48.3936956521739,71.750652173913,249.745652173913,157.8,-1.88,20.772,221.62
"111","MIa",194.5,38.9794505494505,59.0187912087912,243.593956043956,185.4,33.3167391304348,55.3315217391304,240.996739130435,248.8,52.8447826086957,77.0332608695652,252.449456521739,180.4,13.85,30.474,228.684444444444
"112","MIb",226.8,42.2926373626374,63.1667032967033,245.666483516484,256.6,37.3236956521739,58.8376086956522,243.083695652174,266.8,57.4269565217391,80.390652173913,254.654891304348,201.8,16.69,33.338,230.268888888889
"113","MNa",266.5,38.0161538461538,55.6897802197802,242.401648351648,216.1,34.4534782608696,53.9404347826087,240.926086956522,186.4,56.9789130434783,80.3554347826087,254.520652173913,130.6,4.676,23.642,224.238333333333
"114","MNb",277.1,37.6146153846154,56.2040659340659,242.432967032967,282.8,34.9484782608696,53.2126086956522,240.861413043478,264.9,57.2723913043478,79.16,254.270108695652,138,5.782,23.528,224.513888888889
"115","MNc",215.7,32.3036263736264,51.0176923076923,239.517032967033,200.5,29.1063043478261,49.8258695652174,238.297826086957,221.1,53.5119565217391,75.904347826087,252.321195652174,59.8,-2.43,17.904,220.670555555556
"116","MNd",255.5,35.7434065934066,54.7502197802198,241.509340659341,197.5,34.8565217391304,54.3121739130435,241.141304347826,230.7,57.5169565217391,80.6117391304348,254.741304347826,83.5,3.638,21.804,223.439444444444
"117","ND",152,31.3126373626374,52.2124175824176,239.573626373626,127.4,29.2863043478261,50.9313043478261,238.654891304348,240.6,52.1932608695652,77.884347826087,252.504891304348,45.1,-2.886,15.856,219.975
"118","NY",246.5,40.640989010989,61.8948351648352,244.854395604396,143.8,33.4967391304348,57.2645652173913,241.583695652174,255.5,53.6547826086957,77.4245652173913,252.783152173913,164.6,16.214,34.744,230.527222222222
"119","ORa",328.9,42.0730769230769,62.3695604395604,245.384065934066,255.6,37.685652173913,60.6513043478261,243.688043478261,93.1,50.9919565217391,77.5047826086956,252.065760869565,667.5,33.094,46.89,238.59
"120","ORb",113.2,38.9853846153846,60.8049450549451,244.091758241758,59.6,38.12,63.470652173913,244.591847826087,38.9,56.2334782608696,85.7378260869565,255.808695652174,107.1,28.16,43.7,236.333333333333
"121","TX",94.8,63.8985714285714,86.4381318681319,258.132417582418,204,65.045652173913,84.5658695652174,257.93097826087,24.2,74.8126086956522,97.6413043478261,264.276086956522,108.1,48.246,71.526,249.642222222222
"122","WAa",106.3,39.0447252747253,60.4489010989011,244.009340659341,49.3,37.6034782608696,63.2632608695652,244.390760869565,31.1,55.6817391304348,85.7339130434783,255.654347826087,84.3,26.992,42.452,235.662222222222
"123","WAb",86.6,35.2113186813187,58.9357142857143,242.524175824176,43.8,34.3947826086956,61.5415217391304,243.021195652174,38.4,52.7019565217391,84.4054347826087,254.457608695652,78.9,21.02,37.5,232.627777777778
"124","WAc",207.1,42.3737362637363,58.7952747252747,244.474725274725,153.9,38.7128260869565,57.2097826086957,243.017391304348,131.6,50.3736956521739,71.195,250.141304347826,383.1,34.288,45.544,238.547777777778
"125","WAd",117.7,40.0653846153846,60.8998901098901,244.418131868132,68.1,38.6619565217391,63.5763043478261,244.771739130435,37.6,56.7167391304348,85.8415217391304,255.971739130435,111.7,28.286,43.262,236.246666666667
"126","WIa",208.3,38.6431868131868,58.2434065934066,243.285164835165,225.1,35.0658695652174,54.8619565217391,241.352173913043,282.3,55.1319565217391,77.9528260869565,253.340217391304,118.4,9.256,27.738,226.648333333333
"127","WIb",290.6,34.4141758241758,52.4141758241758,240.491208791209,196.1,30.02,51.0878260869565,238.902173913043,292.7,50.0782608695652,74.5386956521739,250.988043478261,100.1,0.884,22.722,222.929444444444
"128","WIc",254.8,35.8937362637363,55.6363736263736,241.797252747253,231,32.1428260869565,54.3160869565217,240.388586956522,324.7,52.4789130434783,76.7691304347826,252.274456521739,94.7,5.344,25.7,224.995555555556
"129","AZ",103.2,59.628021978022,86.3194505494506,256.913186813187,70.9,51.4752173913043,81.8834782608696,253.416304347826,52.1,73.4313043478261,103.837608695652,265.613586956522,76.6,41.73,67.472,246.706111111111
