"","Loc","Pr_Fall","Tmin_Fall","Tmax_Fall","GDD_Fall","Pr_Spring","Tmin_Spring","Tmax_Spring","GDD_Spring","Pr_Summer","Tmin_Summer","Tmax_Summer","GDD_Summer","Pr_Winter","Tmin_Winter","Tmax_Winter","GDD_Winter"
"21","ND",4727.7,32.677424283034,53.0248539265612,240.178410613776,5129.5,30.2225715800636,52.2527677624602,239.282038706257,9707.9,55.7911611876988,80.0328950159067,254.101126723224,1662.2,1.21372432432432,18.745627027027,221.916486486486
"22","NY",10507.2,42.0636210131332,60.3516885553471,244.820919324578,9219.9,36.3505408271474,56.6302704135737,242.200225344645,11150.5,58.9061823966066,79.3186214209968,254.768001060445,6571.1,19.1181297297297,34.3601405405405,231.227297297297
"23","ORa",14298,43.2433905119271,63.7708201554543,246.09839185205,13323.2,41.3824761399788,61.4932290562036,244.94880699894,3637.2,51.8489607635207,78.4575609756098,252.56847826087,20876.1,34.2979189189189,48.11,239.263310810811
"24","ORb",2798.1,40.7096408469579,64.2483918520504,245.52723130528,3312.1,40.8021049840933,65.1872852598091,245.813719512195,1294,56.0510922587487,86.1022640509014,255.859265641569,3906.6,28.5062486486487,42.853172972973,236.194283783784
"25","TX",7678.6,64.4356767622621,86.4938059501474,258.297078531225,4938.8,64.59598621421,86.6714687168611,258.390959703075,6580,75.1633032873807,97.2673223753977,264.269618239661,3400.6,50.177372972973,72.1864108108108,250.362162162162
"26","WAa",2364.5,40.9501393728223,63.4816429911552,245.38105065666,2448.4,40.5894644750795,65.0432184517497,245.714634146341,1075.2,55.9375662778367,85.9054188759279,255.773051431601,3405.7,28.0316810810811,41.8192918918919,235.77527027027
"27","WAb",2386.7,37.1830206378987,61.465363173412,243.774551058697,2564.1,37.6249045599152,63.4055620360551,244.436240721103,1178.2,53.1354453870626,84.5830487804878,254.627359490986,3313.6,24.1022324324324,37.9932702702703,233.620972972973
"28","WAc",10164.3,43.2813106405789,59.6562449745377,244.965987670866,8099.5,41.87098621421,58.6296924708378,244.289077412513,4053.9,51.4068345705196,72.3742576882291,250.755858960764,10583,34.8786378378378,47.0898378378378,239.141243243243
"29","WAd",2915.8,41.5795845617797,63.8634494773519,245.661953899759,3394.7,41.4311983032874,65.2601060445387,246.008695652174,1304,56.6179586426299,85.9199257688229,255.966079003181,3981.2,28.9932702702703,42.5478540540541,236.244756756757
"30","WIa",8818,39.0102787456446,58.1559394264272,243.362838381131,8759.3,35.6618928950159,55.7033085896076,241.75144485684,12530.4,58.576723223754,79.9960551431601,254.864660657476,3764.1,12.8356432432432,28.9209783783784,227.971283783784
"31","WIb",9034.5,34.2105360493165,53.4073840793353,240.71053336907,7525.6,30.041474019088,52.20065747614,239.217258748674,12008.9,53.7368610816543,76.6612831389183,252.593928950159,3028.8,6.03392972972973,24.4131459459459,224.829743243243
"32","WIc",8739.5,36.2223773787188,56.2639855266685,242.06287858483,9129.2,32.9210922587487,55.030980911983,240.803353658537,12564.6,56.3678101802757,78.8601749734889,253.935551431601,3376.2,9.21141621621622,27.0551081081081,226.446256756757
